"electorate","constituency_code","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_name_pashto","candidate_gender","party_name_dari","party_eng_transliterated","party_eng_translated","registered_party_number","preliminary_winner","final_winner","past_winners","prelim_winner_2010","final_winner_2010","past_winners_matched_to_2010_codes","final_winner_2005","past_winners_matched_to_2005_codes"
"General","G-01","1-1157-1035",471,"Abdul Zohor Amiri","عبدالظهور امیری","عبدالظهور امیری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1208-114",472,"Deplom Eng. Noor Gull Mangal","دیپلوم انجنیر نورگل منگل","دیپلوم انجنیر نورگل منگل","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1859-147",473,"Khwaja Khalilullah Sediqyar","خواجه خلیل الله صدیقیار","خواجه خلیل الله صدیقیار","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1365-1108",474,"Abdul Khaibar Hotak","عبدالخبیر هوتک ","عبدالخبیر هوتک ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1444-12",475,"Haji Zergai Habibi","حاجی زړگی حبیبی","حاجی زړگی حبیبی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-01","1-1860-204",476,"Sayed Masood Ashna","سید مسعود آشنا ","سید مسعود آشنا ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1224-77",477,"Sofi Abdul Razeq Estalefi","صوفی عبدالرزاق استالفی","صوفی عبدالرزاق استالفی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","YES",NA,NA,NA,NA,NA,NA
"General","G-01","1-1266-33",478,"Habibullah Hassam","حبیب الله حسام","حبیب الله حسام","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1269-2",479,"Farah Diba Shahzad","فرح دیبا شهرزاد","فرح دیبا شهرزاد","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1203-73",480,"Alhaj Abdul Sami Arefi","الحاج عبدالسمیع عارفی","الحاج عبدالسمیع عارفی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1361-122",481,"Mohammad Haroon Motaref","محمد هارون معترف","محمد هارون معترف","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1173-44",482,"Alhaj Shirshah Ahmadzai","الحاج شیر شاه احمدزی","الحاج شیر شاه احمدزی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1235-71",483,"Dr. Mohebullah Moheb","دوکتور محب الله  محب","دوکتور محب الله  محب","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1176-45",484,"Urfanullah Urfan","عرفان الله عرفان","عرفان الله عرفان","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","YES","Yes","Yes","Yes",4814212,"Yes","01-37-0032"
"General","G-01","1-1193-3067",485,"Malem Mohammad Ghazi sultanzoi","معلم محمد  غازی سلطان زوی","معلم محمد  غازی سلطان زوی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1227-5",486,"Simin Hassanzadah","سیمین حسن زاده","سیمین حسن زاده","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1868-162",487,"Mohammad Qasem Fekri","محمد قاسم فکری","محمد قاسم فکری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1608-44",488,"Ramesh Noori","رامش نوری","رامش نوری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1240-22",489,"Alhaj Gull Zaman Rohani","الحاج گل زمان  روحانی","الحاج گل زمان  روحانی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1812-2035",490,"Haji Qayoum Qambari","حاجی  قیوم  قمبر ی","حاجی  قیوم  قمبر ی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1774-142",491,"Temorshah Bashar","تیمورشاه بشار","تیمورشاه بشار","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1658-90",492,"Qari Zabiullah Tarakhel","قاری ذبیح الله تره خیل","قاری ذبیح الله تره خیل","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1391-134",493,"Alhaj Mohammadullah Ahmadi Safi","الحاج محمدالله احمدی صافی","الحاج محمدالله احمدی صافی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1001-89",494,"Haji Shafiqullah Ghorbandi","حاجی شفیع الله غوربندی ","حاجی شفیع الله غوربندی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1543-58",495,"Haroon Shams Khan","هارون شمس خان","هارون شمس خان","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1120-4",496,"Ahmad Zaki Faqirzadah","احمد ذکی فقیر زاده ","احمد ذکی فقیر زاده ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1627-1",497,"Hedayatullah Sulaimankhel","هدایت الله سلیمان خیل","هدایت الله سلیمان خیل","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1290-46",498,"Babrak Haqyar","ببرک حقیار","ببرک حقیار","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1706-90",499,"Frozan Khalilyar","فروزان خلیل یار ","فروزان خلیل یار ","F","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1723-1204",500,"Hamasa Sadat","حماسه سادات ","حماسه سادات ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1075-61",501,"Alhaj Obaidullah Khoshiwal"," الحاج عبید الله خوشیوال"," الحاج عبید الله خوشیوال","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1386-1050",502,"Mohammad Yaser Emar","محمد یاسر عمار","محمد یاسر عمار","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1286-48",503,"Alhaj Dr. Mohammad Sediq","الحاج دوکتور محمد صدیق ","الحاج دوکتور محمد صدیق ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1362-1094",504,"Mohammad Dawood Shadan","محمد داود شادان","محمد داود شادان","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1767-150",505,"Safiullah Sultani","صفی الله سلطانی","صفی الله سلطانی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1222-92",506,"Saheb Nazar Sangin","صاحب نظر سنگین ","صاحب نظر سنگین ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1603-74",507,"Sayed Rohullah Hussaini","سید روح الله حسینی ","سید روح الله حسینی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1753-105",508,"Mohammad Akram Azimi","محمد اکرم عظیمی","محمد اکرم عظیمی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1522-152",509,"Mohammad Taher Fedaye","محمد طاهر فدائی","محمد طاهر فدائی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1669-49",510,"Jalat Khan Shinwari","جلات خان شینوزاده","جلات خان شینوزاده","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1750-154",511,"Haji Noorullah Azizi Meyakhel","حاجی نورالله عزیزی میاخیل","حاجی نورالله عزیزی میاخیل","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1101-178",512,"Dr. Bayani Salimi","داکتر بیانی سلیمی","داکتر بیانی سلیمی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1042-1172",513,"Mohammad Asef Ashna","محمد آصف آشنا ","محمد آصف آشنا ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1768-205",514,"Tamana Zaryab Paryani","تمنا زریاب پریانی","تمنا زریاب پریانی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1093-76",515,"Kulsom","کلثوم","کلثوم","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1282-28",516,"Haji Abdul Hussain Hussainzadah","حاجی عبدالحسین حسین زاده ","حاجی عبدالحسین حسین زاده ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1709-190",517,"Gen. Lutfullah Mashal","جنرال لطف الله مشعل","جنرال لطف الله مشعل","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1657-76",518,"Haji Hashem Mahdawi","حاجی هاشم مهدوی","حاجی هاشم مهدوی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1291-170",519,"Assadullah Zamir","اسدالله ضمیر ","اسدالله ضمیر ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1664-151",520,"Ramazan Jomazadah","رمضان جمعه زاده","رمضان جمعه زاده","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO","Yes","Yes","Yes",6132861,NA,NA
"General","G-01","1-1498-1175",521,"Eng. Mawlagull Ahmadzai","انجنیر مولا گل احمدزی ","انجنیر مولا گل احمدزی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1532-10",522,"Zahra Yagana","زهرا یگانه","زهرا یگانه","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1309-5",523,"Masooma Tawasoli","معصومه توسلی","معصومه توسلی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1779-132",524,"Mohammad Bashir Farooq","محمد بشیر فاروق","محمد بشیر فاروق","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-102-1823-126",525,"Mohammad Nasir Tarakhel","محمد نصیر تره خیل","محمد نصیر تره خیل","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1448-107",526,"Abdullah Wejdan","عبدالله وجدان ","عبدالله وجدان ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1177-40",527,"Sayed Farhad Hashemi","سید فرهاد هاشمی","سید فرهاد هاشمی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1162-88",528,"Khan Agha Rezayee","خان آغا رضائی","خان آغا رضائی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-01","1-1297-60",529,"Habib Rahman Sayaf","حبیب الرحمن سیاف","حبیب الرحمن سیاف","M","حزب دعوت اسالمی افغانستان","Hezb-e Dawat-e Islami Afghanistan","Afghanistan's Islamic Da’wa Party","9","YES","YES",NA,NA,NA,NA,NA,NA
"General","G-01","1-1277-164",530,"Eng. Fazelhaq Hemati","انجنیر فضل الحق همتی","انجنیر فضل الحق همتی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1615-1099",531,"Mohammad Zalmai Afghanyar Popal"," محمد زلمی افغانیار پوپل"," محمد زلمی افغانیار پوپل","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1331-29",532,"Mohammad Haroon Formoli","محمد هارون فرملی","محمد هارون فرملی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1735-1071",533,"Haji Khalil Ahmad Ahmadi","حاجی خلیل احمد  احمدی","حاجی خلیل احمد  احمدی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1697-157",534,"Enayatullah Babakarkhel","عنایت الله بابکر خیل","عنایت الله بابکر خیل","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1249-30",535,"Mohammad Nayem Wardak","محمد نعیم وردک","محمد نعیم وردک","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","YES",NA,NA,NA,NA,NA,NA
"General","G-01","1-1517-118",536,"Enayatullah Kakar","عنایت الله کاکر","عنایت الله کاکر","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1159-24",537,"Abdul Raqib Jawid Kohistani","عبدالرقیب جاوید کوهستانی","عبدالرقیب جاوید کوهستانی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1744-146",538,"Abdul Gheyas Kamran","عبدالغیاث کامران","عبدالغیاث کامران","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1830-161",539,"Mohammad Jawad Habibi","محمد جواد حبیبی","محمد جواد حبیبی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1851-1105",540,"Qari Urfanullah Marefat","قاری عرفان الله معرفت ","قاری عرفان الله معرفت ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1765-3039",541,"Mahmood Haidari","محمود حیدری","محمود حیدری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1363-1188",542,"Noor Ahmad Noori Shaki","نوراحمد نوری شاکی","نوراحمد نوری شاکی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1807-130",543,"Rabea Stanikzai","رابعه ستانکزی","رابعه ستانکزی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1084-30",544,"Del Aqa Kohdamani","دل آقا کوهدامنی","دل آقا کوهدامنی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1312-49",545,"Kheyal Mohammad Khpelwak","خیال محمد خپلواک","خیال محمد خپلواک","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1094-8",546,"Haji Ihsan Sahebzadah","حاجی احسان صاحب زاده","حاجی احسان صاحب زاده","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1483-35",547,"Abdul Saboor Rahmani","عبدالصبور رحمانی","عبدالصبور رحمانی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1329-99",548,"Alhaj Mohammad Alem Khalili","الحاج محمد عالم خلیلی","الحاج محمد عالم خلیلی","M","حزب وحدت اسالمی افغانستان","Hezb-e Wahdat Islami Afghanistan","Islamic Unity Party of Afghanistan","5","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1071-36",549,"Mohammad Asef Shah Jahan Ahmadzai"," محمد آصف شاه جهان احمدزی"," محمد آصف شاه جهان احمدزی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1158-23",550,"Dr. Samim Shamsi","دکتور صمیم شمسی","دکتور صمیم شمسی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1434-31",551,"Anisa Turk","انیسه ترک","انیسه ترک","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1348-181",552,"Dr. Ghullam Dastgir Elyas","دوکتور غلام دستگیر الیاس","دوکتور غلام دستگیر الیاس","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1743-115",553,"Sayed Mujtaba Anwari","سید مجتبی انوری","سید مجتبی انوری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-01","1-1736-1062",554,"Sayed Hamza Hashimi Balkhi","سید همزه هاشمی بلخی","سید همزه هاشمی بلخی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
