"electorate","constituency_code","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_name_pashto","preliminary_winner","candidate_gender","party_name_dari","party_eng_transliterated","party_eng_translated","registered_party_number","past_winners","prelim_winner_2010","final_winner_2010","past_winners_matched_to_2010_codes","final_winner_2005","past_winners_matched_to_2005_codes"
"General","G-01","1-1162-88",528,"Khan Agha Rezayee","خان آغا رضائی","خان آغا رضائی","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1297-60",529,"Habib Rahman Sayaf","حبیب الرحمن سیاف","حبیب الرحمن سیاف","YES","M","حزب دعوت اسالمی افغانستان","Hezb-e Dawat-e Islami Afghanistan","Afghanistan's Islamic Da’wa Party","9",NA,NA,NA,NA,NA,NA
"General","G-01","1-1277-164",530,"Eng. Fazelhaq Hemati","انجنیر فضل الحق همتی","انجنیر فضل الحق همتی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1615-1099",531,"Mohammad Zalmai Afghanyar Popal"," محمد زلمی افغانیار پوپل"," محمد زلمی افغانیار پوپل","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1331-29",532,"Mohammad Haroon Formoli","محمد هارون فرملی","محمد هارون فرملی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1735-1071",533,"Haji Khalil Ahmad Ahmadi","حاجی خلیل احمد  احمدی","حاجی خلیل احمد  احمدی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1697-157",534,"Enayatullah Babakarkhel","عنایت الله بابکر خیل","عنایت الله بابکر خیل","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1249-30",535,"Mohammad Nayem Wardak","محمد نعیم وردک","محمد نعیم وردک","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1517-118",536,"Enayatullah Kakar","عنایت الله کاکر","عنایت الله کاکر","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1159-24",537,"Abdul Raqib Jawid Kohistani","عبدالرقیب جاوید کوهستانی","عبدالرقیب جاوید کوهستانی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1744-146",538,"Abdul Gheyas Kamran","عبدالغیاث کامران","عبدالغیاث کامران","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1830-161",539,"Mohammad Jawad Habibi","محمد جواد حبیبی","محمد جواد حبیبی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1851-1105",540,"Qari Urfanullah Marefat","قاری عرفان الله معرفت ","قاری عرفان الله معرفت ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1765-3039",541,"Mahmood Haidari","محمود حیدری","محمود حیدری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1363-1188",542,"Noor Ahmad Noori Shaki","نوراحمد نوری شاکی","نوراحمد نوری شاکی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1807-130",543,"Rabea Stanikzai","رابعه ستانکزی","رابعه ستانکزی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1084-30",544,"Del Aqa Kohdamani","دل آقا کوهدامنی","دل آقا کوهدامنی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1312-49",545,"Kheyal Mohammad Khpelwak","خیال محمد خپلواک","خیال محمد خپلواک","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1094-8",546,"Haji Ihsan Sahebzadah","حاجی احسان صاحب زاده","حاجی احسان صاحب زاده","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1483-35",547,"Abdul Saboor Rahmani","عبدالصبور رحمانی","عبدالصبور رحمانی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1329-99",548,"Alhaj Mohammad Alem Khalili","الحاج محمد عالم خلیلی","الحاج محمد عالم خلیلی","NO","M","حزب وحدت اسالمی افغانستان","Hezb-e Wahdat Islami Afghanistan","Islamic Unity Party of Afghanistan","5",NA,NA,NA,NA,NA,NA
"General","G-01","1-1071-36",549,"Mohammad Asef Shah Jahan Ahmadzai"," محمد آصف شاه جهان احمدزی"," محمد آصف شاه جهان احمدزی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1158-23",550,"Dr. Samim Shamsi","دکتور صمیم شمسی","دکتور صمیم شمسی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1434-31",551,"Anisa Turk","انیسه ترک","انیسه ترک","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1348-181",552,"Dr. Ghullam Dastgir Elyas","دوکتور غلام دستگیر الیاس","دوکتور غلام دستگیر الیاس","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1743-115",553,"Sayed Mujtaba Anwari","سید مجتبی انوری","سید مجتبی انوری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1736-1062",554,"Sayed Hamza Hashimi Balkhi","سید همزه هاشمی بلخی","سید همزه هاشمی بلخی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1667-17",555,"Bashir Ahmad","بشیراحمد","بشیراحمد","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1592-9",556,"Halima Hussaini","حلیمه  حسینی","حلیمه  حسینی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1465-84",557,"Mohammad Aref Haidari","محمد عارف حیدری ","محمد عارف حیدری ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1507-10",558,"Eng. Mohammad Amin Karim","انجنیرمحمد امین کریم","انجنیرمحمد امین کریم","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1259-105",559,"Mohammad Allamazadah","محمد علامه زاده ","محمد علامه زاده ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1145-206",560,"Mohammad Shoaib Durgi","محمد شعیب درگی","محمد شعیب درگی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1628-224",561,"Abdul Habib Farzam Nejrabi","عبدالحبیب فرزام نجرابی","عبدالحبیب فرزام نجرابی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1620-151",562,"Ghullam Sarwar Sakhizad","غلام سرور سخی زاد","غلام سرور سخی زاد","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1393-12",563,"Alhaj Del Aqa Hemat","الحاج دل آقا همت","الحاج دل آقا همت","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1568-9",564,"Alhaj Deen Padshah Totakhel","الحاج دین پادشاه توتاخیل","الحاج دین پادشاه توتاخیل","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1232-73",565,"Milad Yousuf Ibrahim","میلاد یوسف ابراهیم","میلاد یوسف ابراهیم","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1054-1079",566,"Murtaza Ashraq","مرتضی اشراق","مرتضی اشراق","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1853-1060",567,"Alhaj Shirin Aqa Stanikzai","الحاج شیرین آقا ستانکزی","الحاج شیرین آقا ستانکزی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1826-188",568,"Sahel Khan","ساحل خان","ساحل خان","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1346-1017",569,"Commander Mir Alam Haqpal","قومندان میر علم حقپال","قومندان میر علم حقپال","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1100-1096",570,"Aalia Azimi","عالیه عظیمی","عالیه عظیمی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1715-132",571,"Ihsanullah Fani","احسا ن الله فانی ","احسا ن الله فانی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1053-1053",572,"Abdul Khaleq Ramesh Salemi","عبدالخالق رامش سالمی","عبدالخالق رامش سالمی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1154-123",573,"Mohammad Ayoub Osmani","محمد ایوب عثمانی","محمد ایوب عثمانی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1079-1166",574,"Alhaj Mohammad Omer Marjan","الحاج محمد عمر مرجان ","الحاج محمد عمر مرجان ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1072-78",575,"Zuhra Noorzai","زهره نوروزی","زهره نوروزی","YES","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1501-165",576,"Ahmad Parwiz Faizi","احمد پرویز فیضی","احمد پرویز فیضی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1246-41",577,"Mohammad Masood Afghan Ghorbandi","محمد مسعود افغان غوربندی","محمد مسعود افغان غوربندی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1862-3074",578,"Burhanuddin Hafez","برهان الدین   حافظ","برهان الدین   حافظ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1766-135",579,"Hassan Jaan Dawlatzai","حسن جان  دولت زی","حسن جان  دولت زی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1754-131",580,"Mohammad Aref Wardag","محمد عارف وردگ ","محمد عارف وردگ ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1252-184",581,"Gullabuddin Rasekh","گلاب الدین راسخ","گلاب الدین راسخ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1462-29",582,"Haji Jalaluddin Salehi","حاجی جلال الدین صالحی","حاجی جلال الدین صالحی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1124-1208",583,"Nesar Ahmad Bahlol","نثار احمد بهلول ","نثار احمد بهلول ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1541-11",584,"Dr. Shamsulhaq Najibi","داکتر شمس الحق نجیبی","داکتر شمس الحق نجیبی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1384-57",585,"Ahmad Zia Azimi Shinozadah","احمد ضیا عظیمی شینوزاده","احمد ضیا عظیمی شینوزاده","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1682-97",586,"Mohammad Halim Formoli","محمد حلیم فرملی ","محمد حلیم فرملی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1863-111",587,"Najibullah Azad","نجیب الله آزاد ","نجیب الله آزاد ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1718-135",588,"Ajmal Gullab","اجمل گلاب ","اجمل گلاب ","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1486-139",589,"Zabiullah Laho Zazai","ذبیح الله لاهو ځاځی","ذبیح الله لاهو ځاځی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1027-1",590,"Noor Ahmad Ghafoori","نوراحمد غفوری","نوراحمد غفوری","NO","M","حزب متحد ملی افغانستان","Hezb-e Motahid-e Milli Afghanistan","National United Party of Afghanistan","2",NA,NA,NA,NA,NA,NA
"General","G-01","1-1476-1101",591,"Mohammad Mahdi Hussainyar","محمد  مهدی حسنیار","محمد  مهدی حسنیار","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1302-97",592,"Dr. Nematullah Nemat","داکتر نعمت الله نعمت ","داکتر نعمت الله نعمت ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1788-1069",593,"Khalid Khan Ghaznawi","خالد خان غزنوی","خالد خان غزنوی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1676-166",594,"Bibi Noor Darwazi","بی بی نور دروازی ","بی بی نور دروازی ","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1247-52",595,"Suhrab Atta","سهراب عطا ","سهراب عطا ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1802-3065",596,"Shahzad Gull Musleh Zazai","شهزاد گل  مصلح   ځاځی","شهزاد گل  مصلح   ځاځی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1280-1202",597,"Jamila Noorzai Raufi","جمیله نورزی روفی ","جمیله نورزی روفی ","NO","F","د افغانستان د ملی وحدت ولسی تحریک","De Afghanistan de Milli Wahdat Wolesi Tahrik","National Unity and Public Movement Party of Afghanistan","12",NA,NA,NA,NA,NA,NA
"General","G-01","1-1347-149",598,"Ustad Hassina Sahak","استاد حسینه سهاک ","استاد حسینه سهاک ","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1433-28",599,"Abdul Karim Stanikzai Obaid","عبدالکریم ستانکزی “عبید”","عبدالکریم ستانکزی “عبید”","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1614-1",600,"Alhaj Mohammad Amin Tarakhel","الحاج محمد امین تره خیل ","الحاج محمد امین تره خیل ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1471-1085",601,"Parwin Zafar Ahadi","پروین ظفر احدی","پروین ظفر احدی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1097-198",602,"Mohammad Zia Yari","محمد ضیا یاری","محمد ضیا یاری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1833-165",603,"Mohammad Essa Ahmadi","محمد عیسی احمد ی","محمد عیسی احمد ی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1345-105",604,"Dr. Mohammad Younus Karimi","داکتر محمد یونس کریمی ","داکتر محمد یونس کریمی ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1288-59",605,"Fawad Aman","فواد امان","فواد امان","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","35-1832-153",606,"Jubran","جبران ","جبران ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1285-19",607,"Fazel Rahman Sofizadah","فضل الرحمن صوفی زاده","فضل الرحمن صوفی زاده","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1711-104",608,"Shinkai Karokhel","شینکی کروخیل","شینکی کروخیل","YES","F","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",7408132,NA,NA
"General","G-01","1-1338-40",609,"Assadullah Azizi","اسد الله عزیزی","اسد الله عزیزی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1849-171",610,"Abdul Qayoum Sahraye","عبدالقیوم صحرایی","عبدالقیوم صحرایی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-01","1-1542-4",611,"Noorullah Dawoodzai","نورالله داوود زی","نورالله داوود زی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
